path,index_path,value_path,index_shape,value_shape,index_dtype,value_dtype,index_len,gotthard_master_len,sample_ratio_vs_gotthard,matched_gotthard_trains,match_fraction_of_gotthard,exact_gotthard_order,time_resolution,sample_n,finite_n,finite_fraction,min,p01,median,p99,max,unique_n_sample
/FL2/Beamlines/Tunnel Mirrors/position Mirror2 roll,/FL2/Beamlines/Tunnel Mirrors/position Mirror2 roll/index,/FL2/Beamlines/Tunnel Mirrors/position Mirror2 roll/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,-4.14999532699585,-4.14999532699585,-4.14999532699585,-4.14999532699585,-4.14999532699585,1
/FL2/Beamlines/Tunnel Mirrors/position Mirror2 rotation,/FL2/Beamlines/Tunnel Mirrors/position Mirror2 rotation/index,/FL2/Beamlines/Tunnel Mirrors/position Mirror2 rotation/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.9700019359588623,0.9700019359588623,0.9700019359588623,0.9700019359588623,0.9700019359588623,1
/FL2/Beamlines/Tunnel Mirrors/position Mirror2 vertical,/FL2/Beamlines/Tunnel Mirrors/position Mirror2 vertical/index,/FL2/Beamlines/Tunnel Mirrors/position Mirror2 vertical/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,16.999998092651367,16.999998092651367,16.999998092651367,16.999998092651367,16.999998092651367,1
/FL2/Electron Diagnostic/Undulator setting/SASE03 gap,/FL2/Electron Diagnostic/Undulator setting/SASE03 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE03 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.870000839233398,15.870000839233398,15.88900089263916,15.907000541687012,15.907000541687012,4
/FL2/Electron Diagnostic/Undulator setting/SASE04 gap,/FL2/Electron Diagnostic/Undulator setting/SASE04 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE04 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.846000671386719,15.846000671386719,15.86500072479248,15.883000373840332,15.883000373840332,4
/FL2/Electron Diagnostic/Undulator setting/SASE05 gap,/FL2/Electron Diagnostic/Undulator setting/SASE05 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE05 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.920001029968262,15.920001029968262,15.939001083374023,15.957000732421875,15.957000732421875,4
/FL2/Electron Diagnostic/Undulator setting/SASE06 gap,/FL2/Electron Diagnostic/Undulator setting/SASE06 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE06 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.887001037597656,15.887001037597656,15.906001091003418,15.92400074005127,15.92400074005127,4
/FL2/Electron Diagnostic/Undulator setting/SASE07 gap,/FL2/Electron Diagnostic/Undulator setting/SASE07 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE07 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.86400032043457,15.86400032043457,15.883000373840332,15.9010009765625,15.9010009765625,4
/FL2/Electron Diagnostic/Undulator setting/SASE08 gap,/FL2/Electron Diagnostic/Undulator setting/SASE08 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE08 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.906001091003418,15.906001091003418,15.92500114440918,15.943000793457031,15.943000793457031,4
/FL2/Electron Diagnostic/Undulator setting/SASE09 gap,/FL2/Electron Diagnostic/Undulator setting/SASE09 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE09 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.87800121307373,15.87800121307373,15.897000312805176,15.915000915527344,15.915000915527344,4
/FL2/Electron Diagnostic/Undulator setting/SASE10 gap,/FL2/Electron Diagnostic/Undulator setting/SASE10 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE10 gap/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,15.87800121307373,15.87800121307373,15.897000312805176,15.915000915527344,15.915000915527344,4
/FL2/Electron Diagnostic/Undulator setting/SASE11 gap,/FL2/Electron Diagnostic/Undulator setting/SASE11 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE11 gap/value,"(64,)","(64,)",uint32,float32,64,4330,0.014780600461893764,59,0.013625866050808315,0,sparse_train_indexed_monitor,64,64,1.0,15.881000518798828,15.881000518798828,15.90000057220459,15.918001174926758,15.918001174926758,5
/FL2/Electron Diagnostic/Undulator setting/SASE12 gap,/FL2/Electron Diagnostic/Undulator setting/SASE12 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE12 gap/value,"(64,)","(64,)",uint32,float32,64,4330,0.014780600461893764,59,0.013625866050808315,0,sparse_train_indexed_monitor,64,64,1.0,15.867000579833984,15.867000579833984,15.886000633239746,15.904000282287598,15.904000282287598,5
/FL2/Electron Diagnostic/Undulator setting/SASE13 gap,/FL2/Electron Diagnostic/Undulator setting/SASE13 gap/index,/FL2/Electron Diagnostic/Undulator setting/SASE13 gap/value,"(66,)","(66,)",uint32,float32,66,4330,0.015242494226327945,61,0.014087759815242495,0,sparse_train_indexed_monitor,66,66,1.0,15.856000900268555,15.856000900268555,15.875000953674316,15.892001152038574,15.892001152038574,5
/FL2/Experiment/FL24/User store/value.01,/FL2/Experiment/FL24/User store/value.01/index,/FL2/Experiment/FL24/User store/value.01/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,-563.1769409179688,-563.1769409179688,-563.1769409179688,-563.1769409179688,-563.1769409179688,1
/FL2/Experiment/FL24/User store/value.02,/FL2/Experiment/FL24/User store/value.02/index,/FL2/Experiment/FL24/User store/value.02/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,35.999935150146484,35.999935150146484,35.999935150146484,35.999935150146484,35.999935150146484,1
/FL2/Experiment/FL24/User store/value.03,/FL2/Experiment/FL24/User store/value.03/index,/FL2/Experiment/FL24/User store/value.03/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,9.860159480012953e-05,9.860159480012953e-05,9.860159480012953e-05,9.860159480012953e-05,9.860159480012953e-05,1
/FL2/Experiment/FL24/User store/value.04,/FL2/Experiment/FL24/User store/value.04/index,/FL2/Experiment/FL24/User store/value.04/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.05,/FL2/Experiment/FL24/User store/value.05/index,/FL2/Experiment/FL24/User store/value.05/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,8.321000099182129,8.321000099182129,8.321000099182129,8.321000099182129,8.321000099182129,1
/FL2/Experiment/FL24/User store/value.06,/FL2/Experiment/FL24/User store/value.06/index,/FL2/Experiment/FL24/User store/value.06/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,7913.0,7913.0,7913.0,7913.0,7913.0,1
/FL2/Experiment/FL24/User store/value.07,/FL2/Experiment/FL24/User store/value.07/index,/FL2/Experiment/FL24/User store/value.07/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.08,/FL2/Experiment/FL24/User store/value.08/index,/FL2/Experiment/FL24/User store/value.08/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.09,/FL2/Experiment/FL24/User store/value.09/index,/FL2/Experiment/FL24/User store/value.09/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.10,/FL2/Experiment/FL24/User store/value.10/index,/FL2/Experiment/FL24/User store/value.10/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.11,/FL2/Experiment/FL24/User store/value.11/index,/FL2/Experiment/FL24/User store/value.11/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.12,/FL2/Experiment/FL24/User store/value.12/index,/FL2/Experiment/FL24/User store/value.12/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.13,/FL2/Experiment/FL24/User store/value.13/index,/FL2/Experiment/FL24/User store/value.13/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.14,/FL2/Experiment/FL24/User store/value.14/index,/FL2/Experiment/FL24/User store/value.14/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.15,/FL2/Experiment/FL24/User store/value.15/index,/FL2/Experiment/FL24/User store/value.15/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Experiment/FL24/User store/value.16,/FL2/Experiment/FL24/User store/value.16/index,/FL2/Experiment/FL24/User store/value.16/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,1
/FL2/Experiment/MTCA-EXP1/ADQ412 GHz ADC/Expert stuff/ADC trigger ADQ412,/FL2/Experiment/MTCA-EXP1/ADQ412 GHz ADC/Expert stuff/ADC trigger ADQ412/index,/FL2/Experiment/MTCA-EXP1/ADQ412 GHz ADC/Expert stuff/ADC trigger ADQ412/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,336754.0,336754.0,336754.0,336754.0,336754.0,1
/FL2/Experiment/MTCA-EXP1/SIS8300 100MHz ADC/Expert stuff/ADC trigger SIS8300,/FL2/Experiment/MTCA-EXP1/SIS8300 100MHz ADC/Expert stuff/ADC trigger SIS8300/index,/FL2/Experiment/MTCA-EXP1/SIS8300 100MHz ADC/Expert stuff/ADC trigger SIS8300/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,335998.0,335998.0,335998.0,335998.0,335998.0,1
/FL2/Photon Diagnostic/GMD/Average beam position/position hall horizontal,/FL2/Photon Diagnostic/GMD/Average beam position/position hall horizontal/index,/FL2/Photon Diagnostic/GMD/Average beam position/position hall horizontal/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,-0.6460205316543579,-0.6365401715040206,-0.44050614535808563,-0.2831616786122323,-0.2700291574001312,462
/FL2/Photon Diagnostic/GMD/Average beam position/position hall vertical,/FL2/Photon Diagnostic/GMD/Average beam position/position hall vertical/index,/FL2/Photon Diagnostic/GMD/Average beam position/position hall vertical/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,-0.8932582139968872,-0.8786810809373855,-0.7017525136470795,-0.5145863485336304,-0.5128346085548401,462
/FL2/Photon Diagnostic/GMD/Average beam position/position tunnel horizontal,/FL2/Photon Diagnostic/GMD/Average beam position/position tunnel horizontal/index,/FL2/Photon Diagnostic/GMD/Average beam position/position tunnel horizontal/value,"(482,)","(482,)",uint32,float32,482,4330,0.11131639722863741,453,0.1046189376443418,0,sparse_train_indexed_monitor,482,482,1.0,-0.922141432762146,-0.8886349672079086,-0.3750061094760895,-0.022185062710195783,0.0015395409427583218,452
/FL2/Photon Diagnostic/GMD/Average beam position/position tunnel vertical,/FL2/Photon Diagnostic/GMD/Average beam position/position tunnel vertical/index,/FL2/Photon Diagnostic/GMD/Average beam position/position tunnel vertical/value,"(482,)","(482,)",uint32,float32,482,4330,0.11131639722863741,453,0.1046189376443418,0,sparse_train_indexed_monitor,482,482,1.0,-0.2243305742740631,-0.21247003525495528,0.20088902115821838,0.8372512835264205,0.8772023916244507,452
/FL2/Photon Diagnostic/GMD/Average energy/energy hall,/FL2/Photon Diagnostic/GMD/Average energy/energy hall/index,/FL2/Photon Diagnostic/GMD/Average energy/energy hall/value,"(487,)","(487,)",uint32,float32,487,4330,0.11247113163972286,458,0.10577367205542725,0,sparse_train_indexed_monitor,487,487,1.0,2.6101388931274414,2.622027902603149,3.883528232574463,6.8565494918823235,6.93850040435791,458
/FL2/Photon Diagnostic/GMD/Average energy/energy tunnel,/FL2/Photon Diagnostic/GMD/Average energy/energy tunnel/index,/FL2/Photon Diagnostic/GMD/Average energy/energy tunnel/value,"(469,)","(469,)",uint32,float32,469,4330,0.10831408775981524,441,0.10184757505773671,0,sparse_train_indexed_monitor,469,469,1.0,3.3753395080566406,3.390918893814087,4.946094989776611,8.563752746582031,8.605149269104004,438
/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.HALL/IX.SUM,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.HALL/IX.SUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.HALL/IX.SUM/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,1.9871233825075052e-10,2.0382440693578195e-10,3.2498594093599564e-10,6.010344444362659e-10,6.144204034441714e-10,462
/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.HALL/IY.SUM,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.HALL/IY.SUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.HALL/IY.SUM/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,2.0298381031569335e-10,2.0815874204882513e-10,3.330397901901705e-10,6.173916933249757e-10,6.314967437859309e-10,462
/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.TUNNEL/IX.SUM,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.TUNNEL/IX.SUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.TUNNEL/IX.SUM/value,"(482,)","(482,)",uint32,float32,482,4330,0.11131639722863741,453,0.1046189376443418,0,sparse_train_indexed_monitor,482,482,1.0,3.8204793495477674e-11,3.9193619842670117e-11,6.544014635734285e-11,1.2349755731944078e-10,1.2638926016883545e-10,451
/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.TUNNEL/IY.SUM,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.TUNNEL/IY.SUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/Beam position/FL2.TUNNEL/IY.SUM/value,"(482,)","(482,)",uint32,float32,482,4330,0.11131639722863741,453,0.1046189376443418,0,sparse_train_indexed_monitor,482,482,1.0,3.6923138158062585e-11,3.7902507001030815e-11,6.425176363178409e-11,1.227412077531298e-10,1.2556311546063625e-10,451
/FL2/Photon Diagnostic/GMD/Expert stuff/FL2.HALL.K2700/CH01,/FL2/Photon Diagnostic/GMD/Expert stuff/FL2.HALL.K2700/CH01/index,/FL2/Photon Diagnostic/GMD/Expert stuff/FL2.HALL.K2700/CH01/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,9.823287322463514e-11,1.0036971101468061e-10,1.589599493700966e-10,2.9619418140391926e-10,3.0242228166166285e-10,484
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH02,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH02/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH02/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,9.527489214233853e-11,9.742658110822866e-11,1.5797664565386782e-10,3.0025175151715544e-10,3.0661398420228636e-10,484
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH03,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH03/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH03/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,1.0739607814169716e-10,1.0970648306463104e-10,1.7670207658193604e-10,3.323651878717193e-10,3.3921457309737946e-10,483
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH04,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH04/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH04/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,8.814236840404277e-11,9.001880185710576e-11,1.4562503980464214e-10,2.7870542346208895e-10,2.842730773000568e-10,482
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH05,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH05/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.K2700/CH05/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,-1.4012363318272048e-11,-3.0764866869315008e-12,1.6892182791439225e-10,3.516874333420183e-10,3.843434182027039e-10,483
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.LEFT/OUTPUT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.LEFT/OUTPUT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.LEFT/OUTPUT/value,"(491,)","(491,)",uint32,float32,491,4330,0.11339491916859122,462,0.1066974595842956,0,sparse_train_indexed_monitor,491,491,1.0,2.585776037733467e-10,2.6125734076121174e-10,3.8204581165324214e-10,6.736745050694992e-10,6.8003647157866e-10,470
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.LEFT/RANGE.CODE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.LEFT/RANGE.CODE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.LEFT/RANGE.CODE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,2.0,2.0,2.0,2.0,2.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.RIGHT/OUTPUT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.RIGHT/OUTPUT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.RIGHT/OUTPUT/value,"(491,)","(491,)",uint32,float32,491,4330,0.11339491916859122,462,0.1066974595842956,0,sparse_train_indexed_monitor,491,491,1.0,1.8863539896774029e-10,1.9043281951347525e-10,2.8452748490614965e-10,5.168544481293225e-10,5.211547304817543e-10,468
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.RIGHT/RANGE.CODE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.RIGHT/RANGE.CODE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.HALL.RIGHT/RANGE.CODE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,2.0,2.0,2.0,2.0,2.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH01,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH01/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH01/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,1.9682561136491472e-11,2.0235853496336498e-11,3.333084849788115e-11,6.383979143931295e-11,6.5172235663713e-11,484
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH02,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH02/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH02/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,1.6092235183284842e-11,1.66102294939241e-11,2.8973699307821565e-11,5.741716300328159e-11,5.870919028705401e-11,485
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH03,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH03/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH03/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,1.4599793596303812e-11,1.515619808475921e-11,2.835337954004702e-11,5.900375049661122e-11,6.029891169712087e-11,485
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH04,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH04/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH04/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,1.567334456664682e-11,1.6175680048885476e-11,2.8621764680547557e-11,5.7244090058417017e-11,5.852492795943576e-11,484
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH05,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH05/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.K2700/CH05/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,-3.579980756285295e-11,-3.077071600993131e-11,2.6746477428674087e-11,8.29972165300452e-11,8.604580936655282e-11,485
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.LEFT/OUTPUT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.LEFT/OUTPUT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.LEFT/OUTPUT/value,"(491,)","(491,)",uint32,float32,491,4330,0.11339491916859122,463,0.10692840646651271,0,sparse_train_indexed_monitor,491,491,1.0,5.1686488422575394e-11,5.1953832555517995e-11,7.522029527029517e-11,1.3062121384521675e-10,1.3120068920180472e-10,470
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.LEFT/RANGE.CODE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.LEFT/RANGE.CODE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.LEFT/RANGE.CODE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.RIGHT/OUTPUT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.RIGHT/OUTPUT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.RIGHT/OUTPUT/value,"(491,)","(491,)",uint32,float32,491,4330,0.11339491916859122,463,0.10692840646651271,0,sparse_train_indexed_monitor,491,491,1.0,4.5435100126667294e-11,4.5679584420588173e-11,6.717320449878272e-11,1.1787611858826708e-10,1.1851859771372375e-10,466
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.RIGHT/RANGE.CODE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.RIGHT/RANGE.CODE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.CURRENT/FL2.TUNNEL.RIGHT/RANGE.CODE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/BIT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/BIT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/BIT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,513.0,513.0,513.0,513.0,513.0,1
